3
Insert(-183.92,Value0)
Insert(61.86,Value48252)
Insert(285.17,Value48253)
Insert(115.22,Value48254)
Insert(-269.44,Value48255)
Insert(484.63,Value48256)
Insert(45.25,Value48257)
Insert(163.56,Value48258)
Insert(-352.93,Value48259)
Insert(-222.02,Value48260)
Insert(253.76,Value48261)
Insert(-364.22,Value48262)
Insert(459.88,Value48263)
Insert(-245.18,Value48264)
Insert(-238.67,Value48265)
Insert(-161.49,Value48266)
Insert(-312.09,Value48267)
Insert(239.87,Value48268)
Insert(-325.96,Value48269)
Insert(-290.85,Value48270)
Insert(-276.47,Value48271)
Insert(215.36,Value48272)
Insert(-311.52,Value48273)
Insert(-272.29,Value48274)
Insert(25.09,Value48275)
Insert(-92.53,Value48276)
Insert(210.91,Value48277)
Insert(-109.73,Value48278)
Insert(88.13,Value48279)
Insert(116.53,Value48280)
Insert(95.53,Value48281)
Insert(-252.61,Value48282)
Insert(400.92,Value48283)
Insert(52.37,Value48284)
Insert(211.02,Value48285)
Insert(279.42,Value48286)
Insert(225.78,Value48287)
Insert(39.89,Value48288)
Insert(-107.77,Value48289)
Insert(395.69,Value48290)
Insert(2.24,Value48291)
Insert(-195.86,Value48292)
Insert(121.23,Value48293)
Insert(-85.99,Value48294)
Insert(-51.52,Value48295)
Insert(-116.96,Value48296)
Insert(290.99,Value48297)
Insert(-461.76,Value48298)
Insert(122.04,Value48299)
Insert(95.95,Value48300)
Insert(-202.62,Value48301)
Insert(-115.73,Value48302)
Insert(-481.56,Value48303)
Insert(439.21,Value48304)
Insert(143.23,Value48305)
Insert(-466.35,Value48306)
Insert(-288.84,Value48307)
Insert(193.35,Value48308)
Insert(148.67,Value48309)
Insert(198.34,Value48310)
Insert(-128.67,Value48311)
Insert(-460.17,Value48312)
Insert(147.37,Value48313)
Insert(476.54,Value48314)
Insert(-287.59,Value48315)
Insert(90.08,Value48316)
Insert(-46.72,Value48317)
Insert(439.84,Value48318)
Insert(455.81,Value48319)
Insert(181.52,Value48320)
Insert(316.84,Value48321)
Insert(-231.25,Value48322)
Insert(-4.19,Value48323)
Insert(215.51,Value48324)
Insert(-373.41,Value48325)
Insert(-166.27,Value48326)
Insert(-288.41,Value48327)
Insert(257.33,Value48328)
Insert(-58.37,Value48329)
Insert(61.16,Value48330)
Insert(400.88,Value48331)
Insert(283.2,Value48332)
Insert(-453.92,Value48333)
Insert(-81.49,Value48334)
Insert(-329.27,Value48335)
Insert(161.44,Value48336)
Insert(458.35,Value48337)
Insert(436.95,Value48338)
Insert(322.42,Value48339)
Insert(85.34,Value48340)
Insert(-44.35,Value48341)
Insert(66.2,Value48342)
Insert(-260.97,Value48343)
Insert(-20.19,Value48344)
Insert(-242.41,Value48345)
Insert(46.35,Value48346)
Insert(192.71,Value48347)
Insert(292.39,Value48348)
Insert(403.13,Value48349)
Insert(353.42,Value48350)
Insert(-441.24,Value48351)
Insert(15.26,Value48352)
Insert(-51.87,Value48353)
Insert(402.98,Value48354)
Insert(-126.13,Value48355)
Insert(-171.65,Value48356)
Insert(-271.76,Value48357)
Insert(-263.54,Value48358)
Insert(-305.76,Value48359)
Insert(-413.94,Value48360)
Insert(-266.32,Value48361)
Insert(427.57,Value48362)
Insert(330.78,Value48363)
Insert(-328.03,Value48364)
Insert(403.59,Value48365)
Insert(-469.01,Value48366)
Insert(360.48,Value48367)
Insert(-386.03,Value48368)
Insert(-50.11,Value48369)
Insert(-429.43,Value48370)
Insert(329.29,Value48371)
Insert(207.29,Value48372)
Insert(-426.34,Value48373)
Insert(-479.64,Value48374)
Insert(392.37,Value48375)
Insert(119.66,Value48376)
Insert(400.14,Value48377)
Insert(121.08,Value48378)
Insert(57.38,Value48379)
Insert(-252.11,Value48380)
Insert(396.72,Value48381)
Insert(166.86,Value48382)
Insert(-488.22,Value48383)
Insert(257.58,Value48384)
Insert(-234.31,Value48385)
Insert(-155.47,Value48386)
Insert(-393.98,Value48387)
Insert(97.39,Value48388)
Insert(480.42,Value48389)
Insert(-199.39,Value48390)
Insert(437.96,Value48391)
Insert(117.04,Value48392)
Insert(-135.18,Value48393)
Insert(190.35,Value48394)
Insert(222.53,Value48395)
Insert(414.69,Value48396)
Insert(436.74,Value48397)
Insert(-162.54,Value48398)
Insert(432.25,Value48399)
Insert(424.91,Value48400)
Insert(145.77,Value48401)
Insert(180.53,Value48402)
Insert(5.18,Value48403)
Insert(321.78,Value48404)
Insert(400.39,Value48405)
Insert(-86.02,Value48406)
Insert(-395.48,Value48407)
Insert(-399.87,Value48408)
Insert(391.62,Value48409)
Insert(-179.68,Value48410)
Insert(456.96,Value48411)
Insert(-114.21,Value48412)
Insert(-105.63,Value48413)
Insert(-118.42,Value48414)
Insert(-403.34,Value48415)
Insert(-119.83,Value48416)
Insert(96.57,Value48417)
Insert(438.63,Value48418)
Insert(-241.44,Value48419)
Insert(-195.58,Value48420)
Insert(27.38,Value48421)
Insert(-111.36,Value48422)
Insert(429.81,Value48423)
Insert(154.91,Value48424)
Insert(-434.33,Value48425)
Insert(-295.35,Value48426)
Insert(-26.78,Value48427)
Insert(-230.83,Value48428)
Insert(-435.24,Value48429)
Insert(311.8,Value48430)
Insert(-324.19,Value48431)
Insert(352.56,Value48432)
Insert(-183.38,Value48433)
Insert(112.66,Value48434)
Insert(301.16,Value48435)
Insert(-428.77,Value48436)
Insert(43.04,Value48437)
Insert(-34.23,Value48438)
Insert(479.97,Value48439)
Insert(-245.75,Value48440)
Insert(50.94,Value48441)
Insert(-164.21,Value48442)
Insert(41.72,Value48443)
Insert(83.23,Value48444)
Insert(242.48,Value48445)
Insert(323.18,Value48446)
Insert(272.43,Value48447)
Insert(-27.02,Value48448)
Insert(-278.88,Value48449)
Insert(-410.83,Value48450)
Insert(-273.42,Value48451)
Insert(-209.09,Value48452)
Insert(253.69,Value48453)
Insert(-276.09,Value48454)
Insert(-108.41,Value48455)
Insert(399.83,Value48456)
Insert(-195.15,Value48457)
Insert(-145.27,Value48458)
Insert(72.83,Value48459)
Insert(-240.46,Value48460)
Insert(215.11,Value48461)
Insert(-461.45,Value48462)
Insert(-107.84,Value48463)
Insert(-67.98,Value48464)
Insert(-192.52,Value48465)
Insert(-370.76,Value48466)
Insert(168.95,Value48467)
Insert(226.11,Value48468)
Insert(138.62,Value48469)
Insert(227.79,Value48470)
Insert(-99.56,Value48471)
Insert(-142.57,Value48472)
Insert(156.59,Value48473)
Insert(76.93,Value48474)
Insert(306.83,Value48475)
Insert(-67.45,Value48476)
Insert(-414.61,Value48477)
Insert(-103.96,Value48478)
Insert(169.62,Value48479)
Insert(-200.77,Value48480)
Insert(388.86,Value48481)
Insert(-82.29,Value48482)
Insert(-270.63,Value48483)
Insert(379.94,Value48484)
Insert(178.84,Value48485)
Insert(96.11,Value48486)
Insert(470.46,Value48487)
Insert(-87.63,Value48488)
Insert(317.16,Value48489)
Insert(168.81,Value48490)
Insert(246.64,Value48491)
Insert(235.02,Value48492)
Insert(133.75,Value48493)
Insert(66.43,Value48494)
Insert(127.82,Value48495)
Insert(-189.14,Value48496)
Insert(108.69,Value48497)
Insert(347.54,Value48498)
Insert(113.02,Value48499)
Insert(285.54,Value48500)
Insert(-388.62,Value48501)
Insert(300.17,Value48502)
Insert(96.14,Value48503)
Insert(-370.73,Value48504)
Insert(-479.48,Value48505)
Insert(-452.13,Value48506)
Insert(339.32,Value48507)
Insert(-229.75,Value48508)
Insert(-412.48,Value48509)
Insert(-33.21,Value48510)
Insert(191.06,Value48511)
Insert(-187.04,Value48512)
Insert(457.19,Value48513)
Insert(-417.75,Value48514)
Insert(325.87,Value48515)
Insert(420.56,Value48516)
Insert(6.53,Value48517)
Insert(2.46,Value48518)
Insert(-8.33,Value48519)
Insert(-237.81,Value48520)
Insert(174.09,Value48521)
Insert(-300.49,Value48522)
Insert(357.26,Value48523)
Insert(-240.68,Value48524)
Insert(-82.58,Value48525)
Insert(491.89,Value48526)
Insert(76.64,Value48527)
Insert(-97.12,Value48528)
Insert(-409.54,Value48529)
Insert(158.08,Value48530)
Insert(-171.93,Value48531)
Insert(-442.68,Value48532)
Insert(-445.48,Value48533)
Insert(-258.08,Value48534)
Insert(198.48,Value48535)
Insert(270.07,Value48536)
Insert(-216.63,Value48537)
Insert(276.51,Value48538)
Insert(246.87,Value48539)
Insert(158.23,Value48540)
Insert(300.54,Value48541)
Insert(-404.12,Value48542)
Insert(-424.95,Value48543)
Insert(-309.45,Value48544)
Insert(335.85,Value48545)
Insert(275.8,Value48546)
Insert(396.02,Value48547)
Insert(426.32,Value48548)
Insert(412.08,Value48549)
Insert(178.41,Value48550)
Insert(76.17,Value48551)
Insert(-168.44,Value48552)
Insert(392.18,Value48553)
Insert(-72.14,Value48554)
Insert(-98.27,Value48555)
Insert(300.2,Value48556)
Insert(185.49,Value48557)
Insert(-58.82,Value48558)
Insert(-442.59,Value48559)
Insert(182.73,Value48560)
Insert(-469.45,Value48561)
Insert(-189.64,Value48562)
Insert(151.82,Value48563)
Insert(4.98,Value48564)
Insert(-359.04,Value48565)
Insert(-440.79,Value48566)
Insert(-97.07,Value48567)
Insert(-126.56,Value48568)
Insert(-63.56,Value48569)
Insert(-285.59,Value48570)
Insert(-195.78,Value48571)
Insert(158.41,Value48572)
Insert(2.93,Value48573)
Insert(-239.09,Value48574)
Insert(345.09,Value48575)
Insert(128.15,Value48576)
Insert(368.22,Value48577)
Insert(264.39,Value48578)
Insert(465.61,Value48579)
Insert(141.37,Value48580)
Insert(-330.21,Value48581)
Insert(370.98,Value48582)
Insert(136.02,Value48583)
Insert(4.63,Value48584)
Insert(-300.13,Value48585)
Insert(421.06,Value48586)
Insert(279.05,Value48587)
Insert(-143.72,Value48588)
Insert(88.09,Value48589)
Insert(-43.67,Value48590)
Insert(364.62,Value48591)
Insert(462.98,Value48592)
Insert(-399.74,Value48593)
Insert(233.42,Value48594)
Insert(188.86,Value48595)
Insert(-22.17,Value48596)
Insert(-236.87,Value48597)
Insert(192.46,Value48598)
Insert(30.54,Value48599)
Insert(-309.89,Value48600)
Insert(-194.93,Value48601)
Insert(-411.91,Value48602)
Insert(201.62,Value48603)
Insert(-117.27,Value48604)
Insert(-148.38,Value48605)
Insert(334.19,Value48606)
Insert(192.12,Value48607)
Insert(-26.62,Value48608)
Insert(263.11,Value48609)
Insert(107.03,Value48610)
Insert(302.12,Value48611)
Insert(271.79,Value48612)
Insert(-435.07,Value48613)
Insert(-163.94,Value48614)
Insert(-72.57,Value48615)
Insert(-181.78,Value48616)
Insert(329.95,Value48617)
Insert(-45.87,Value48618)
Insert(-429.88,Value48619)
Insert(-52.48,Value48620)
Insert(334.46,Value48621)
Insert(102.41,Value48622)
Insert(-358.71,Value48623)
Insert(219.96,Value48624)
Insert(-461.15,Value48625)
Insert(-58.53,Value48626)
Insert(228.39,Value48627)
Insert(264.86,Value48628)
Insert(-462.25,Value48629)
Insert(366.35,Value48630)
Insert(494.05,Value48631)
Insert(354.11,Value48632)
Insert(-119.15,Value48633)
Insert(-215.03,Value48634)
Insert(186.04,Value48635)
Insert(-70.69,Value48636)
Insert(115.33,Value48637)
Insert(41.73,Value48638)
Insert(-75.81,Value48639)
Insert(201.63,Value48640)
Insert(-331.18,Value48641)
Insert(-436.82,Value48642)
Insert(406.58,Value48643)
Insert(-34.51,Value48644)
Insert(466.29,Value48645)
Insert(-320.77,Value48646)
Insert(370.71,Value48647)
Insert(-242.72,Value48648)
Insert(-360.08,Value48649)
Insert(-104.08,Value48650)
Insert(-431.09,Value48651)
Insert(-330.43,Value48652)
Insert(-468.62,Value48653)
Insert(172.72,Value48654)
Insert(-275.66,Value48655)
Insert(468.53,Value48656)
Insert(-187.01,Value48657)
Insert(331.26,Value48658)
Insert(318.82,Value48659)
Insert(-261.84,Value48660)
Insert(-290.64,Value48661)
Insert(106.81,Value48662)
Insert(136.17,Value48663)
Insert(-289.06,Value48664)
Insert(-141.92,Value48665)
Insert(-181.98,Value48666)
Insert(232.72,Value48667)
Insert(-418.16,Value48668)
Insert(-440.33,Value48669)
Insert(128.63,Value48670)
Insert(350.14,Value48671)
Insert(-263.41,Value48672)
Insert(5.12,Value48673)
Insert(-227.14,Value48674)
Insert(-441.88,Value48675)
Insert(-65.05,Value48676)
Insert(-182.09,Value48677)
Insert(498.64,Value48678)
Insert(-275.16,Value48679)
Insert(-327.57,Value48680)
Insert(130.06,Value48681)
Insert(81.16,Value48682)
Insert(159.4,Value48683)
Insert(-39.18,Value48684)
Insert(-42.35,Value48685)
Insert(147.86,Value48686)
Insert(20.05,Value48687)
Insert(-426.26,Value48688)
Insert(276.78,Value48689)
Insert(-80.36,Value48690)
Insert(-147.96,Value48691)
Insert(377.32,Value48692)
Insert(-16.73,Value48693)
Insert(347.77,Value48694)
Insert(243.03,Value48695)
Insert(229.16,Value48696)
Insert(-303.49,Value48697)
Insert(277.84,Value48698)
Insert(-95.88,Value48699)
Insert(338.83,Value48700)
Insert(483.18,Value48701)
Insert(387.14,Value48702)
Insert(207.02,Value48703)
Insert(-235.35,Value48704)
Insert(434.24,Value48705)
Insert(124.08,Value48706)
Insert(-38.43,Value48707)
Insert(181.16,Value48708)
Insert(416.59,Value48709)
Insert(260.78,Value48710)
Insert(132.11,Value48711)
Insert(393.08,Value48712)
Insert(147.84,Value48713)
Insert(-296.19,Value48714)
Insert(-112.17,Value48715)
Insert(-176.66,Value48716)
Insert(-67.16,Value48717)
Insert(-219.72,Value48718)
Insert(-68.47,Value48719)
Insert(-338.56,Value48720)
Insert(39.77,Value48721)
Insert(374.15,Value48722)
Insert(349.31,Value48723)
Insert(-388.24,Value48724)
Insert(387.98,Value48725)
Insert(343.26,Value48726)
Insert(327.75,Value48727)
Insert(-476.65,Value48728)
Insert(-22.15,Value48729)
Insert(-314.66,Value48730)
Insert(41.06,Value48731)
Insert(-220.86,Value48732)
Insert(358.19,Value48733)
Insert(-487.99,Value48734)
Insert(418.28,Value48735)
Insert(401.94,Value48736)
Insert(89.93,Value48737)
Insert(261.54,Value48738)
Insert(-21.68,Value48739)
Insert(235.14,Value48740)
Insert(-215.12,Value48741)
Insert(166.46,Value48742)
Insert(-400.11,Value48743)
Insert(43.08,Value48744)
Insert(-355.34,Value48745)
Insert(264.28,Value48746)
Insert(-325.89,Value48747)
Insert(203.51,Value48748)
Insert(60.29,Value48749)
Insert(374.69,Value48750)
Insert(155.4,Value48751)
Insert(-450.31,Value48752)
Insert(441.31,Value48753)
Insert(-15.89,Value48754)
Insert(-488.77,Value48755)
Insert(-4.65,Value48756)
Insert(354.71,Value48757)
Insert(423.57,Value48758)
Insert(197.61,Value48759)
Insert(-295.01,Value48760)
Insert(192.23,Value48761)
Insert(382.25,Value48762)
Insert(115.43,Value48763)
Insert(187.61,Value48764)
Insert(-232.73,Value48765)
Insert(-9.73,Value48766)
Insert(460.48,Value48767)
Insert(497.38,Value48768)
Insert(405.94,Value48769)
Insert(-462.47,Value48770)
Insert(-180.32,Value48771)
Insert(-432.78,Value48772)
Insert(149.4,Value48773)
Insert(-477.96,Value48774)
Insert(-460.64,Value48775)
Insert(-466.01,Value48776)
Insert(-412.53,Value48777)
Insert(198.39,Value48778)
Insert(320.71,Value48779)
Insert(-404.72,Value48780)
Insert(349.62,Value48781)
Insert(-19.06,Value48782)
Insert(428.55,Value48783)
Insert(347.87,Value48784)
Insert(154.47,Value48785)
Insert(453.39,Value48786)
Insert(-483.01,Value48787)
Insert(-336.03,Value48788)
Insert(-462.11,Value48789)
Insert(403.21,Value48790)
Insert(378.98,Value48791)
Insert(-391.08,Value48792)
Insert(-383.34,Value48793)
Insert(-478.97,Value48794)
Insert(444.16,Value48795)
Insert(472.03,Value48796)
Insert(304.83,Value48797)
Insert(79.79,Value48798)
Insert(240.11,Value48799)
Insert(327.48,Value48800)
Insert(-218.15,Value48801)
Insert(-464.24,Value48802)
Insert(-397.84,Value48803)
Insert(-298.18,Value48804)
Insert(183.97,Value48805)
Insert(337.23,Value48806)
Insert(164.62,Value48807)
Insert(295.22,Value48808)
Insert(-197.44,Value48809)
Insert(-454.27,Value48810)
Insert(70.16,Value48811)
Insert(-354.79,Value48812)
Insert(-33.34,Value48813)
Insert(75.36,Value48814)
Insert(310.77,Value48815)
Insert(-257.03,Value48816)
Insert(311.45,Value48817)
Insert(-40.48,Value48818)
Insert(24.24,Value48819)
Insert(-227.67,Value48820)
Insert(173.12,Value48821)
Insert(-207.57,Value48822)
Insert(-37.65,Value48823)
Insert(-135.64,Value48824)
Insert(160.69,Value48825)
Insert(71.06,Value48826)
Insert(-157.06,Value48827)
Insert(-204.79,Value48828)
Insert(206.29,Value48829)
Insert(423.53,Value48830)
Insert(80.93,Value48831)
Insert(97.05,Value48832)
Insert(-194.88,Value48833)
Insert(-93.28,Value48834)
Insert(-133.6,Value48835)
Insert(436.44,Value48836)
Insert(-365.37,Value48837)
Insert(-312.27,Value48838)
Insert(145.23,Value48839)
Insert(56.46,Value48840)
Insert(165.91,Value48841)
Insert(-454.28,Value48842)
Insert(451.48,Value48843)
Insert(385.21,Value48844)
Insert(-44.55,Value48845)
Insert(354.74,Value48846)
Insert(490.19,Value48847)
Insert(-187.74,Value48848)
Insert(366.73,Value48849)
Insert(337.38,Value48850)
Insert(149.71,Value48851)
Insert(-284.58,Value48852)
Insert(-192.56,Value48853)
Insert(425.27,Value48854)
Insert(75.66,Value48855)
Insert(-44.93,Value48856)
Insert(-449.18,Value48857)
Insert(-144.46,Value48858)
Insert(-292.93,Value48859)
Insert(-67.11,Value48860)
Insert(323.21,Value48861)
Insert(-176.25,Value48862)
Insert(-402.25,Value48863)
Insert(78.94,Value48864)
Insert(-468.38,Value48865)
Insert(-352.29,Value48866)
Insert(236.23,Value48867)
Insert(303.61,Value48868)
Insert(26.61,Value48869)
Insert(124.23,Value48870)
Insert(-315.32,Value48871)
Insert(365.02,Value48872)
Insert(474.16,Value48873)
Insert(-254.97,Value48874)
Insert(-166.08,Value48875)
Insert(462.88,Value48876)
Insert(102.31,Value48877)
Insert(-19.78,Value48878)
Insert(-126.42,Value48879)
Insert(446.31,Value48880)
Insert(34.82,Value48881)
Insert(134.27,Value48882)
Insert(-441.03,Value48883)
Insert(-26.07,Value48884)
Insert(-190.29,Value48885)
Insert(-12.26,Value48886)
Insert(308.73,Value48887)
Insert(-379.04,Value48888)
Insert(-84.29,Value48889)
Insert(-26.49,Value48890)
Insert(215.92,Value48891)
Insert(-432.56,Value48892)
Insert(406.61,Value48893)
Insert(-49.53,Value48894)
Insert(-250.93,Value48895)
Insert(430.78,Value48896)
Insert(-390.42,Value48897)
Insert(-445.24,Value48898)
Insert(-302.89,Value48899)
Insert(-165.77,Value48900)
Insert(-206.37,Value48901)
Insert(-154.48,Value48902)
Insert(-429.82,Value48903)
Insert(-126.41,Value48904)
Insert(-84.57,Value48905)
Insert(-381.08,Value48906)
Insert(-48.22,Value48907)
Insert(-36.48,Value48908)
Insert(139.12,Value48909)
Insert(313.92,Value48910)
Insert(92.32,Value48911)
Insert(-398.59,Value48912)
Insert(323.26,Value48913)
Insert(-407.77,Value48914)
Insert(310.62,Value48915)
Insert(-94.56,Value48916)
Insert(319.76,Value48917)
Insert(-240.87,Value48918)
Insert(-72.36,Value48919)
Insert(-52.94,Value48920)
Insert(-296.95,Value48921)
Insert(454.46,Value48922)
Insert(194.95,Value48923)
Insert(166.03,Value48924)
Insert(-319.25,Value48925)
Insert(442.98,Value48926)
Insert(-325.32,Value48927)
Insert(257.48,Value48928)
Insert(270.8,Value48929)
Insert(447.89,Value48930)
Insert(-164.81,Value48931)
Insert(-12.51,Value48932)
Insert(265.66,Value48933)
Insert(274.58,Value48934)
Insert(-374.13,Value48935)
Insert(-23.64,Value48936)
Insert(353.79,Value48937)
Insert(-388.32,Value48938)
Insert(-234.69,Value48939)
Insert(442.29,Value48940)
Insert(-28.78,Value48941)
Insert(-317.58,Value48942)
Insert(-121.81,Value48943)
Insert(245.36,Value48944)
Insert(-402.69,Value48945)
Insert(115.18,Value48946)
Insert(108.78,Value48947)
Insert(178.13,Value48948)
Insert(431.07,Value48949)
Insert(430.48,Value48950)
Insert(-421.47,Value48951)
Insert(-111.53,Value48952)
Insert(-109.05,Value48953)
Insert(371.99,Value48954)
Insert(-497.88,Value48955)
Insert(196.38,Value48956)
Insert(96.28,Value48957)
Insert(391.29,Value48958)
Insert(347.94,Value48959)
Insert(-11.65,Value48960)
Insert(421.57,Value48961)
Insert(-469.39,Value48962)
Insert(376.22,Value48963)
Insert(-198.68,Value48964)
Insert(146.68,Value48965)
Insert(486.74,Value48966)
Insert(349.32,Value48967)
Insert(413.79,Value48968)
Insert(-136.85,Value48969)
Insert(-284.54,Value48970)
Insert(-137.38,Value48971)
Insert(-315.08,Value48972)
Insert(-324.69,Value48973)
Insert(-292.29,Value48974)
Insert(184.41,Value48975)
Insert(-200.49,Value48976)
Insert(188.32,Value48977)
Insert(-370.27,Value48978)
Insert(-15.44,Value48979)
Insert(-335.67,Value48980)
Insert(-120.39,Value48981)
Insert(376.98,Value48982)
Insert(407.25,Value48983)
Insert(-435.21,Value48984)
Insert(-366.94,Value48985)
Insert(386.87,Value48986)
Insert(23.21,Value48987)
Insert(-472.13,Value48988)
Insert(161.13,Value48989)
Insert(23.34,Value48990)
Insert(-109.62,Value48991)
Insert(406.62,Value48992)
Insert(476.29,Value48993)
Insert(239.44,Value48994)
Insert(-304.16,Value48995)
Insert(128.91,Value48996)
Insert(-251.99,Value48997)
Insert(-58.62,Value48998)
Insert(-382.75,Value48999)
Insert(447.49,Value49000)
Insert(-442.76,Value49001)
Insert(211.84,Value49002)
Insert(-396.31,Value49003)
Insert(-25.82,Value49004)
Insert(123.52,Value49005)
Insert(-207.08,Value49006)
Insert(-481.61,Value49007)
Insert(-362.25,Value49008)
Insert(-492.47,Value49009)
Insert(0.51,Value49010)
Insert(-387.13,Value49011)
Insert(490.49,Value49012)
Insert(-283.07,Value49013)
Insert(-27.42,Value49014)
Insert(-207.88,Value49015)
Insert(480.57,Value49016)
Insert(-457.16,Value49017)
Insert(-425.48,Value49018)
Insert(138.91,Value49019)
Insert(-165.15,Value49020)
Insert(229.75,Value49021)
Insert(314.97,Value49022)
Insert(164.39,Value49023)
Insert(-185.05,Value49024)
Insert(-77.58,Value49025)
Insert(-37.53,Value49026)
Insert(153.21,Value49027)
Insert(-437.29,Value49028)
Insert(-340.63,Value49029)
Insert(-53.38,Value49030)
Insert(450.87,Value49031)
Insert(296.88,Value49032)
Insert(494.68,Value49033)
Insert(165.31,Value49034)
Insert(269.25,Value49035)
Insert(-474.25,Value49036)
Insert(-143.01,Value49037)
Insert(-203.18,Value49038)
Insert(-71.8,Value49039)
Insert(24.15,Value49040)
Insert(-216.99,Value49041)
Insert(392.64,Value49042)
Insert(364.92,Value49043)
Insert(47.75,Value49044)
Insert(481.02,Value49045)
Insert(57.46,Value49046)
Insert(448.43,Value49047)
Insert(-368.54,Value49048)
Insert(-331.46,Value49049)
Insert(-155.43,Value49050)
Insert(187.15,Value49051)
Insert(289.45,Value49052)
Insert(23.55,Value49053)
Insert(111.51,Value49054)
Insert(-453.61,Value49055)
Insert(-158.41,Value49056)
Insert(168.18,Value49057)
Insert(447.99,Value49058)
Insert(135.38,Value49059)
Insert(-387.46,Value49060)
Insert(304.85,Value49061)
Insert(331.55,Value49062)
Insert(351.93,Value49063)
Insert(-77.82,Value49064)
Insert(-27.66,Value49065)
Insert(91.63,Value49066)
Insert(69.28,Value49067)
Insert(-251.35,Value49068)
Insert(416.55,Value49069)
Insert(-377.35,Value49070)
Insert(467.98,Value49071)
Insert(112.82,Value49072)
Insert(-433.88,Value49073)
Insert(-471.04,Value49074)
Insert(398.17,Value49075)
Insert(327.55,Value49076)
Insert(-257.92,Value49077)
Insert(-27.62,Value49078)
Insert(-364.19,Value49079)
Insert(173.18,Value49080)
Insert(195.93,Value49081)
Insert(185.92,Value49082)
Insert(-421.24,Value49083)
Insert(452.18,Value49084)
Insert(-308.61,Value49085)
Insert(209.66,Value49086)
Insert(-237.17,Value49087)
Insert(214.69,Value49088)
Insert(-228.38,Value49089)
Insert(-144.77,Value49090)
Insert(-478.32,Value49091)
Insert(-472.03,Value49092)
Insert(-360.88,Value49093)
Insert(-15.92,Value49094)
Insert(23.48,Value49095)
Insert(110.57,Value49096)
Insert(45.38,Value49097)
Insert(-337.93,Value49098)
Insert(-91.96,Value49099)
Insert(105.44,Value49100)
Insert(-232.37,Value49101)
Insert(23.65,Value49102)
Insert(99.63,Value49103)
Insert(283.24,Value49104)
Insert(-38.13,Value49105)
Insert(-132.6,Value49106)
Insert(339.03,Value49107)
Insert(60.87,Value49108)
Insert(-437.18,Value49109)
Insert(174.22,Value49110)
Insert(207.08,Value49111)
Insert(340.12,Value49112)
Insert(80.36,Value49113)
Insert(432.03,Value49114)
Insert(-153.48,Value49115)
Insert(-245.65,Value49116)
Insert(-115.72,Value49117)
Insert(-112.93,Value49118)
Insert(354.09,Value49119)
Insert(107.75,Value49120)
Insert(-390.84,Value49121)
Insert(-155.05,Value49122)
Insert(63.11,Value49123)
Insert(185.96,Value49124)
Insert(464.96,Value49125)
Insert(-470.37,Value49126)
Insert(-163.61,Value49127)
Insert(361.19,Value49128)
Insert(-7.44,Value49129)
Insert(81.84,Value49130)
Insert(-34.84,Value49131)
Insert(-265.92,Value49132)
Insert(68.67,Value49133)
Insert(340.32,Value49134)
Insert(56.78,Value49135)
Insert(-233.27,Value49136)
Insert(317.13,Value49137)
Insert(272.04,Value49138)
Insert(-363.43,Value49139)
Insert(86.63,Value49140)
Insert(-412.93,Value49141)
Insert(87.58,Value49142)
Insert(-213.57,Value49143)
Insert(-308.03,Value49144)
Insert(-324.23,Value49145)
Insert(220.29,Value49146)
Insert(382.21,Value49147)
Insert(434.91,Value49148)
Insert(405.52,Value49149)
Insert(-408.01,Value49150)
Insert(-418.45,Value49151)
Insert(-97.41,Value49152)
Insert(-227.22,Value49153)
Insert(11.49,Value49154)
Insert(128.28,Value49155)
Insert(166.29,Value49156)
Insert(90.72,Value49157)
Insert(-408.03,Value49158)
Insert(-228.27,Value49159)
Insert(169.48,Value49160)
Insert(-143.04,Value49161)
Insert(294.35,Value49162)
Insert(80.46,Value49163)
Insert(62.82,Value49164)
Insert(-480.94,Value49165)
Insert(-184.92,Value49166)
Insert(299.05,Value49167)
Insert(196.71,Value49168)
Insert(483.34,Value49169)
Insert(-384.91,Value49170)
Insert(13.29,Value49171)
Insert(422.42,Value49172)
Insert(-184.27,Value49173)
Insert(263.66,Value49174)
Insert(213.97,Value49175)
Insert(-105.76,Value49176)
Insert(93.35,Value49177)
Insert(368.49,Value49178)
Insert(-337.52,Value49179)
Insert(193.84,Value49180)
Insert(392.95,Value49181)
Insert(-291.78,Value49182)
Insert(226.81,Value49183)
Insert(435.25,Value49184)
Insert(408.56,Value49185)
Insert(-150.18,Value49186)
Insert(-122.11,Value49187)
Insert(296.79,Value49188)
Insert(-9.87,Value49189)
Insert(364.03,Value49190)
Insert(446.94,Value49191)
Insert(-29.06,Value49192)
Insert(-444.79,Value49193)
Insert(-477.99,Value49194)
Insert(492.49,Value49195)
Insert(339.53,Value49196)
Insert(1.56,Value49197)
Insert(-82.96,Value49198)
Insert(-283.34,Value49199)
Insert(160.23,Value49200)
Insert(-139.1,Value49201)
Insert(-467.63,Value49202)
Insert(-221.32,Value49203)
Insert(-216.13,Value49204)
Insert(-494.88,Value49205)
Insert(131.82,Value49206)
Insert(-126.29,Value49207)
Insert(-298.05,Value49208)
Insert(183.35,Value49209)
Insert(-354.71,Value49210)
Insert(-418.67,Value49211)
Insert(417.09,Value49212)
Insert(-2.12,Value49213)
Insert(165.22,Value49214)
Insert(322.41,Value49215)
Insert(-294.28,Value49216)
